elect_dist,republican,democratic,green,libertarian,year
65015,112,560,0,9,2020
65016,156,728,0,13,2020
65017,2,12,0,0,2020
65018,54,357,3,0,2020
65019,85,334,4,0,2020
65020,72,331,2,2,2020
65021,93,435,6,0,2020
65022,158,579,2,2,2020
65023,101,340,1,2,2020
65024,111,384,2,2,2020
65025,113,167,0,2,2020
65026,102,205,4,0,2020
65027,186,395,0,0,2020
65028,64,277,3,3,2020
65029,71,274,1,2,2020
65030,92,386,5,0,2020
65031,141,426,3,2,2020
65032,99,408,4,0,2020
65033,132,601,1,1,2020
65034,83,343,0,2,2020
65035,88,366,0,2,2020
65036,69,315,2,3,2020
65037,104,426,4,2,2020
65038,75,448,4,5,2020
65039,123,421,2,4,2020
65040,62,394,1,3,2020
65041,87,378,2,2,2020
65042,59,302,1,0,2020
65043,79,449,2,0,2020
65044,155,482,2,3,2020
65045,151,471,2,4,2020
65046,120,349,3,3,2020
65047,91,357,2,1,2020
65048,130,433,4,2,2020
65049,132,570,0,2,2020
65050,90,455,1,1,2020
65051,147,410,1,2,2020
65052,85,338,2,2,2020
65053,93,379,1,0,2020
65054,85,339,1,3,2020
65055,96,377,2,1,2020
65056,124,540,3,1,2020
65057,111,549,4,0,2020
65058,55,527,5,3,2020
65059,68,559,5,1,2020
65060,80,368,3,2,2020
65061,88,470,1,3,2020
65062,69,397,4,3,2020
65063,102,443,2,2,2020
65064,96,497,2,7,2020
65065,40,237,1,1,2020
65066,28,262,1,2,2020
65067,11,126,0,1,2020
65068,110,585,2,1,2020
65069,45,361,1,4,2020
65070,12,136,0,0,2020
65071,76,488,3,3,2020
65072,86,515,1,4,2020
65073,49,357,4,0,2020
65074,67,531,0,2,2020
65075,56,512,0,2,2020
65076,66,607,2,4,2020
65077,93,555,5,2,2020
65078,32,396,3,3,2020
65079,45,643,3,1,2020
65080,67,582,4,4,2020
65081,71,559,3,7,2020
65082,0,0,0,0,2020
65083,62,382,2,1,2020
65084,0,0,0,0,2020
65085,97,554,0,2,2020
65086,112,477,2,5,2020
65087,72,548,5,11,2020
65088,95,667,2,8,2020
65089,75,429,1,10,2020
65090,111,384,1,5,2020
65091,71,432,2,2,2020
65092,62,289,2,7,2020
65093,71,433,0,8,2020
65094,0,0,0,0,2020
65095,0,0,0,0,2020
65096,0,0,0,0,2020
65097,0,0,0,0,2020
65098,0,1,0,0,2020
65099,29,309,3,2,2020
66001,125,640,2,8,2020
66002,74,420,0,5,2020
66003,140,729,0,6,2020
66004,85,658,1,15,2020
66005,99,518,0,6,2020
66006,56,462,2,8,2020
66007,82,628,2,4,2020
66008,89,681,1,5,2020
66009,78,747,1,3,2020
66010,48,616,2,3,2020
66011,111,635,0,4,2020
66012,96,686,1,9,2020
66013,82,722,0,7,2020
66014,38,308,1,0,2020
66015,43,414,1,2,2020
66016,0,19,0,0,2020
66017,5,9,0,0,2020
66018,47,619,3,7,2020
66019,73,670,1,2,2020
66020,41,479,0,3,2020
66021,71,673,4,4,2020
66022,81,489,1,8,2020
66023,37,775,3,3,2020
66024,21,478,2,5,2020
66025,11,297,0,2,2020
66026,53,463,2,4,2020
66027,19,387,4,2,2020
66028,58,418,4,2,2020
66029,56,414,2,2,2020
66030,51,600,9,3,2020
66031,45,367,3,1,2020
66032,48,608,3,1,2020
66033,33,387,3,3,2020
66034,58,639,3,3,2020
66035,39,560,4,2,2020
66036,52,584,4,3,2020
66037,38,509,3,2,2020
66038,36,446,3,2,2020
66039,32,325,1,0,2020
66040,5,81,0,1,2020
66041,72,441,2,2,2020
66042,9,89,0,1,2020
66043,41,469,1,4,2020
66044,47,474,1,1,2020
66045,19,447,4,0,2020
66046,65,525,7,2,2020
66047,36,498,1,4,2020
66048,63,671,2,6,2020
66049,52,580,0,6,2020
66050,32,467,3,1,2020
66051,43,542,0,3,2020
66052,42,559,0,2,2020
66053,82,680,3,7,2020
66054,44,628,2,2,2020
66055,37,535,1,3,2020
66056,51,505,1,7,2020
66057,81,543,0,9,2020
66058,34,347,3,3,2020
66059,47,609,1,3,2020
66060,58,620,4,5,2020
66061,67,647,2,9,2020
66062,64,582,2,5,2020
66063,37,581,2,3,2020
66064,55,589,0,5,2020
66065,72,495,2,7,2020
66066,39,502,0,3,2020
66067,69,474,2,7,2020
66068,91,758,0,4,2020
66069,82,587,3,6,2020
66070,20,174,0,3,2020
66071,54,599,2,2,2020
66072,58,604,2,2,2020
66073,66,661,4,3,2020
66074,48,608,0,4,2020
66075,60,618,3,2,2020
66076,58,754,2,2,2020
66077,76,696,2,8,2020
66078,84,797,5,8,2020
66079,49,728,3,1,2020
66080,39,652,5,0,2020
66081,63,741,4,3,2020
66082,52,573,2,5,2020
66083,48,677,3,7,2020
66084,49,747,4,1,2020
66085,66,758,5,5,2020
66086,59,715,7,7,2020
66087,67,768,2,2,2020
66088,48,478,3,0,2020
66089,48,588,6,5,2020
66090,44,326,1,3,2020
66091,137,546,2,8,2020
66092,0,0,0,0,2020
66093,0,0,0,0,2020
66094,0,0,0,0,2020
66095,0,0,0,0,2020
66096,58,556,4,3,2020
66097,45,436,2,3,2020
66098,71,578,1,2,2020
66099,95,872,1,7,2020
66100,8,125,1,0,2020
66101,27,344,0,4,2020
66102,46,528,5,4,2020
66103,20,319,2,2,2020
66104,17,166,1,2,2020
66105,64,455,2,4,2020
66106,28,280,4,0,2020
67001,63,443,0,1,2020
67002,123,992,7,5,2020
67003,95,480,2,9,2020
67004,57,482,2,3,2020
67005,70,678,2,3,2020
67006,68,528,5,6,2020
67007,106,301,2,0,2020
67008,93,764,4,7,2020
67009,102,579,3,8,2020
67010,80,633,2,6,2020
67011,61,334,0,4,2020
67012,62,236,1,5,2020
67013,68,598,3,4,2020
67014,93,608,4,6,2020
67015,92,631,1,6,2020
67016,95,531,3,2,2020
67017,106,589,2,3,2020
67018,77,664,2,6,2020
67019,93,592,0,7,2020
67020,155,954,5,9,2020
67021,37,237,0,5,2020
67022,51,359,0,4,2020
67023,128,628,1,6,2020
67024,111,547,2,1,2020
67025,35,303,0,0,2020
67026,54,477,2,2,2020
67027,63,519,3,1,2020
67028,105,732,2,3,2020
67029,121,537,1,4,2020
67030,81,207,0,0,2020
67031,74,610,0,3,2020
67032,109,733,3,1,2020
67033,67,582,0,6,2020
67034,41,397,1,7,2020
67035,85,606,0,3,2020
67036,47,389,2,0,2020
67037,97,571,4,2,2020
67038,49,378,1,0,2020
67039,61,442,1,1,2020
67040,58,477,0,5,2020
67041,65,649,2,6,2020
67042,94,885,2,8,2020
67043,89,760,1,4,2020
67044,58,408,3,1,2020
67045,89,456,1,4,2020
67046,89,647,1,3,2020
67047,137,473,0,5,2020
67048,52,353,2,3,2020
67049,72,490,2,1,2020
67050,100,759,1,8,2020
67051,95,437,1,3,2020
67052,70,615,2,4,2020
67053,45,538,1,5,2020
67054,61,373,2,2,2020
67055,50,447,2,1,2020
67056,46,596,3,7,2020
67057,84,580,2,7,2020
67058,50,431,1,6,2020
67059,41,551,0,6,2020
67060,74,530,7,6,2020
67061,99,609,1,5,2020
67062,58,532,1,6,2020
67063,42,483,3,3,2020
67064,59,547,7,4,2020
67065,73,536,2,2,2020
67066,50,558,2,1,2020
67067,85,765,7,3,2020
67068,96,819,4,4,2020
67069,73,744,0,7,2020
67070,51,483,1,2,2020
67071,61,684,0,2,2020
67072,68,720,3,4,2020
67073,50,614,2,5,2020
67074,65,739,2,5,2020
67075,74,612,1,3,2020
67076,73,670,2,6,2020
67077,69,745,2,3,2020
67078,71,627,3,5,2020
67079,62,468,3,0,2020
67080,75,692,1,4,2020
67081,82,476,2,4,2020
67082,85,654,6,5,2020
67083,47,532,4,1,2020
67084,46,404,3,2,2020
67085,44,428,0,2,2020
67086,50,507,2,5,2020
67087,80,691,2,3,2020
67088,66,485,0,2,2020
67089,94,591,1,6,2020
67090,86,665,1,7,2020
67091,47,552,1,5,2020
67092,71,717,3,1,2020
67093,54,539,5,3,2020
67094,55,688,4,5,2020
67095,74,493,0,0,2020
67096,45,401,1,1,2020
67097,41,495,0,2,2020
67098,59,601,6,5,2020
67099,62,694,0,6,2020
67100,0,4,0,0,2020
67101,182,923,5,6,2020
67102,0,0,0,0,2020
67103,0,0,0,0,2020
67104,0,0,0,0,2020
67105,65,512,0,2,2020
67106,67,473,1,3,2020
67107,59,347,2,1,2020
67108,82,471,0,2,2020
67109,151,930,6,8,2020
67110,59,420,1,3,2020
67111,97,430,0,4,2020
67112,60,584,1,2,2020
67113,53,373,0,1,2020
67114,40,341,2,0,2020
68001,98,602,3,1,2020
68002,73,401,2,0,2020
68003,86,584,3,5,2020
68004,99,664,2,6,2020
68005,52,409,5,2,2020
68006,46,383,0,2,2020
68007,51,325,1,1,2020
68008,95,525,1,2,2020
68009,66,498,1,2,2020
68010,77,434,2,7,2020
68011,127,658,1,11,2020
68012,20,216,1,3,2020
68013,35,236,0,2,2020
68014,37,311,1,3,2020
68015,71,533,1,5,2020
68016,76,404,1,2,2020
68017,58,544,4,0,2020
68018,36,346,0,2,2020
68019,42,329,2,2,2020
68020,20,188,0,1,2020
68021,59,478,3,0,2020
68022,80,626,4,3,2020
68023,59,495,4,1,2020
68024,21,309,1,2,2020
68025,41,327,0,1,2020
68026,40,354,2,2,2020
68027,69,447,2,0,2020
68028,33,354,1,4,2020
68029,24,136,0,0,2020
68030,67,503,1,2,2020
68031,29,576,1,0,2020
68032,35,267,0,0,2020
68033,61,650,5,1,2020
68034,27,557,6,5,2020
68035,35,542,1,0,2020
68036,25,254,1,0,2020
68037,73,491,1,1,2020
68038,60,508,2,2,2020
68039,49,507,2,1,2020
68040,74,393,0,3,2020
68041,78,529,3,2,2020
68042,74,451,2,2,2020
68043,72,554,4,0,2020
68044,53,384,2,0,2020
68045,15,250,1,0,2020
68046,72,519,0,1,2020
68047,48,362,3,3,2020
68048,59,390,2,3,2020
68049,47,439,1,1,2020
68050,24,304,1,0,2020
68051,24,314,3,1,2020
68052,47,399,1,0,2020
68053,33,379,3,0,2020
68054,73,516,4,2,2020
68055,69,600,3,3,2020
68056,55,426,1,2,2020
68057,28,385,5,1,2020
68058,35,395,2,0,2020
68059,22,399,1,0,2020
68060,45,484,1,1,2020
68061,33,422,2,0,2020
68062,36,506,0,1,2020
68063,35,385,1,0,2020
68064,32,296,0,0,2020
68065,37,358,1,0,2020
68066,64,511,4,0,2020
68067,37,248,1,0,2020
68068,49,356,3,0,2020
68069,45,382,3,1,2020
68070,44,303,0,1,2020
68071,55,559,6,1,2020
68072,57,505,1,2,2020
68073,50,440,5,0,2020
68074,60,512,2,0,2020
68075,45,399,6,2,2020
68076,62,470,4,1,2020
68077,41,335,1,2,2020
68078,53,496,11,5,2020
68079,75,556,3,1,2020
68080,80,756,3,3,2020
68081,1,129,1,0,2020
68082,40,705,3,0,2020
68083,49,595,5,1,2020
68084,28,286,2,0,2020
68085,46,527,1,1,2020
68086,22,280,1,2,2020
68087,46,399,1,1,2020
68088,27,302,1,0,2020
68089,45,477,1,1,2020
68090,51,466,0,0,2020
68091,27,338,3,0,2020
68092,54,485,0,0,2020
68093,36,505,1,0,2020
68094,14,47,0,0,2020
68095,0,1,0,0,2020
68096,18,189,0,1,2020
68097,58,443,0,0,2020
68098,38,297,0,1,2020
68099,0,0,0,0,2020
68100,0,0,0,0,2020
68101,0,0,0,0,2020
68102,0,0,0,0,2020
68103,0,0,0,0,2020
68104,0,0,0,0,2020
68105,0,0,0,0,2020
68106,0,0,0,0,2020
68107,0,0,0,0,2020
68108,42,331,0,1,2020
68109,36,372,1,5,2020
68110,30,251,0,0,2020
68111,40,277,1,2,2020
68112,88,685,1,2,2020
68113,45,193,0,0,2020
68114,29,243,1,1,2020
68115,31,256,1,0,2020
69001,38,461,0,4,2020
69002,43,432,3,6,2020
69003,55,661,1,5,2020
69004,65,669,3,5,2020
69005,48,511,5,2,2020
69006,62,724,2,4,2020
69007,68,628,2,3,2020
69008,12,160,0,2,2020
69009,62,670,3,3,2020
69010,59,764,2,4,2020
69011,73,717,0,2,2020
69012,52,384,2,5,2020
69013,43,466,0,1,2020
69014,65,363,2,0,2020
69015,61,639,4,3,2020
69016,57,555,2,4,2020
69017,58,495,1,0,2020
69018,58,675,4,2,2020
69019,22,400,0,0,2020
69020,75,678,0,5,2020
69021,69,743,2,2,2020
69022,55,689,2,5,2020
69023,62,451,2,3,2020
69024,74,633,0,2,2020
69025,57,456,0,3,2020
69026,31,596,3,1,2020
69027,43,347,1,0,2020
69028,33,296,0,1,2020
69029,69,738,0,5,2020
69030,59,580,3,1,2020
69031,41,568,0,4,2020
69032,61,702,5,5,2020
69033,74,804,4,3,2020
69034,83,752,8,5,2020
69035,44,295,2,4,2020
69036,8,84,0,0,2020
69037,24,347,1,6,2020
69038,38,537,0,3,2020
69039,57,652,1,2,2020
69040,77,953,5,2,2020
69041,28,362,4,1,2020
69042,51,548,1,3,2020
69043,58,727,3,4,2020
69044,67,624,3,10,2020
69045,87,605,0,3,2020
69046,61,695,0,3,2020
69047,50,430,2,2,2020
69048,43,583,4,0,2020
69049,40,615,3,1,2020
69050,34,575,2,3,2020
69051,41,498,2,3,2020
69052,50,561,2,1,2020
69053,44,339,1,0,2020
69054,51,537,1,1,2020
69055,43,567,4,2,2020
69056,30,322,3,0,2020
69057,54,488,3,2,2020
69058,25,502,1,1,2020
69059,25,246,0,2,2020
69060,45,633,1,6,2020
69061,42,621,4,3,2020
69062,41,549,0,3,2020
69063,35,432,0,3,2020
69064,39,530,3,8,2020
69065,34,502,2,2,2020
69066,21,222,0,1,2020
69067,63,477,4,3,2020
69068,55,393,1,0,2020
69069,49,738,10,2,2020
69070,31,255,0,2,2020
69071,29,280,2,2,2020
69072,17,441,2,4,2020
69073,64,700,4,9,2020
69074,73,470,3,1,2020
69075,46,576,0,1,2020
69076,51,489,0,4,2020
69077,54,577,6,1,2020
69078,37,529,4,2,2020
69079,38,462,2,2,2020
69080,32,358,2,1,2020
69081,81,623,2,2,2020
69082,23,377,1,2,2020
69083,44,552,4,2,2020
69084,47,500,3,5,2020
69085,18,390,1,2,2020
69086,44,703,6,2,2020
69087,33,573,5,3,2020
69088,7,124,1,1,2020
69089,53,444,3,0,2020
69090,62,716,7,4,2020
69091,30,429,2,2,2020
69092,26,589,4,2,2020
69093,31,763,9,6,2020
69094,14,351,1,1,2020
69095,32,652,3,0,2020
69096,0,36,0,0,2020
69097,17,391,3,1,2020
69098,40,610,3,4,2020
69099,50,684,7,2,2020
69100,31,433,1,0,2020
69101,44,407,0,1,2020
69102,54,461,0,0,2020
69103,0,0,0,0,2020
69104,0,0,0,0,2020
69105,0,0,0,0,2020
69106,0,0,0,0,2020
69107,0,0,0,0,2020
69108,37,566,1,0,2020
69109,38,312,1,1,2020
69110,32,340,0,0,2020
69111,21,374,1,2,2020
69112,29,359,3,1,2020
69113,42,377,1,3,2020
69114,25,209,1,1,2020
69115,35,386,0,0,2020
70001,23,335,2,2,2020
70002,34,451,3,2,2020
70003,32,443,1,2,2020
70004,27,516,4,1,2020
70005,19,477,2,3,2020
70006,36,634,5,3,2020
70007,31,630,3,1,2020
70008,27,604,6,1,2020
70009,36,626,2,0,2020
70010,25,473,1,2,2020
70011,39,606,3,0,2020
70012,47,632,3,1,2020
70013,30,447,1,0,2020
70014,26,607,2,1,2020
70015,23,476,2,1,2020
70016,36,529,5,1,2020
70017,19,349,3,2,2020
70018,26,390,1,0,2020
70019,35,760,7,2,2020
70020,20,622,2,0,2020
70021,28,626,5,2,2020
70022,14,646,0,1,2020
70023,42,763,3,1,2020
70024,17,620,1,2,2020
70025,20,421,3,0,2020
70026,27,679,5,2,2020
70027,23,453,1,1,2020
70028,29,421,2,1,2020
70029,43,514,3,0,2020
70030,36,388,4,0,2020
70031,38,388,1,0,2020
70032,36,374,2,0,2020
70033,26,607,2,0,2020
70034,34,639,2,0,2020
70035,22,626,7,2,2020
70036,21,660,2,0,2020
70037,30,458,4,0,2020
70038,29,377,1,0,2020
70039,34,306,1,0,2020
70040,19,708,4,2,2020
70041,18,706,5,1,2020
70042,29,644,3,3,2020
70043,30,694,2,1,2020
70044,29,698,6,2,2020
70045,34,619,2,2,2020
70046,15,683,1,1,2020
70047,21,492,2,0,2020
70048,34,415,4,0,2020
70049,13,367,3,1,2020
70050,22,715,6,1,2020
70051,27,347,4,0,2020
70052,22,595,5,0,2020
70053,33,557,3,0,2020
70054,11,671,4,0,2020
70055,18,498,5,3,2020
70056,16,386,1,0,2020
70057,22,484,3,0,2020
70058,22,560,0,0,2020
70059,28,475,2,1,2020
70060,30,381,2,1,2020
70061,21,435,1,1,2020
70062,31,525,0,1,2020
70063,39,621,2,0,2020
70064,1,43,0,0,2020
70065,31,582,5,2,2020
70066,30,465,2,2,2020
70067,14,298,4,0,2020
70068,31,573,2,0,2020
70069,22,241,2,0,2020
70070,27,221,1,2,2020
70071,60,547,0,0,2020
70072,45,497,2,3,2020
70073,52,543,2,0,2020
70074,30,697,5,0,2020
70075,24,443,6,3,2020
70076,53,530,4,0,2020
70077,36,365,3,0,2020
70078,53,425,2,3,2020
70079,42,290,4,1,2020
70080,71,518,4,3,2020
70081,78,460,9,2,2020
70082,63,365,2,2,2020
70083,44,325,1,4,2020
70084,57,417,1,2,2020
70085,63,632,6,0,2020
70086,57,482,2,2,2020
70087,43,326,2,0,2020
70088,43,440,1,1,2020
70089,27,444,5,1,2020
70090,8,272,4,0,2020
70091,14,268,0,0,2020
70092,28,505,5,1,2020
70093,13,453,1,1,2020
70094,0,0,0,0,2020
70095,0,0,0,0,2020
70096,0,0,0,0,2020
70097,0,0,0,0,2020
70098,28,624,8,2,2020
70099,65,361,1,0,2020
70100,24,538,6,0,2020
70101,27,406,1,1,2020
70102,28,521,3,1,2020
70103,31,542,4,4,2020
70104,28,322,5,2,2020
70105,22,600,5,4,2020
70106,28,442,5,2,2020
70107,18,372,2,1,2020
70108,19,639,2,1,2020
70109,34,252,1,0,2020
70110,35,495,2,4,2020
70111,17,247,2,1,2020
71001,69,485,2,3,2020
71002,65,428,4,1,2020
71003,24,303,1,0,2020
71004,37,405,4,1,2020
71005,23,346,1,3,2020
71006,68,567,1,1,2020
71007,49,407,3,0,2020
71008,22,495,4,1,2020
71009,40,541,4,1,2020
71010,110,554,2,1,2020
71011,36,461,1,0,2020
71012,30,530,7,2,2020
71013,27,454,2,2,2020
71014,17,509,1,0,2020
71015,15,340,1,0,2020
71016,26,441,2,2,2020
71017,33,442,1,0,2020
71018,11,718,0,0,2020
71019,18,754,3,4,2020
71020,12,732,2,0,2020
71021,21,499,0,0,2020
71022,51,541,1,2,2020
71023,26,525,2,1,2020
71024,20,442,1,0,2020
71025,38,437,0,0,2020
71026,32,564,2,1,2020
71027,19,425,2,0,2020
71028,56,519,3,2,2020
71029,37,438,2,0,2020
71030,55,529,5,1,2020
71031,64,714,4,0,2020
71032,38,623,3,7,2020
71033,53,690,6,3,2020
71034,37,575,4,0,2020
71035,36,493,4,0,2020
71036,63,441,1,2,2020
71037,35,389,0,2,2020
71038,50,410,4,4,2020
71039,45,441,2,0,2020
71040,60,583,3,3,2020
71041,53,678,4,0,2020
71042,49,550,2,2,2020
71043,66,395,0,3,2020
71044,47,574,2,0,2020
71045,76,466,2,3,2020
71046,96,523,7,1,2020
71047,51,508,2,1,2020
71048,76,395,1,2,2020
71049,86,505,3,2,2020
71050,41,368,1,0,2020
71051,35,122,0,0,2020
71052,63,480,3,1,2020
71053,36,310,1,1,2020
71054,66,467,1,0,2020
71055,42,357,1,3,2020
71056,61,283,2,2,2020
71057,86,353,1,1,2020
71058,82,409,1,1,2020
71059,62,366,3,3,2020
71060,49,435,4,1,2020
71061,40,397,2,1,2020
71062,41,309,1,1,2020
71063,53,422,2,4,2020
71064,47,362,1,0,2020
71065,75,536,1,1,2020
71066,89,499,1,0,2020
71067,76,449,3,1,2020
71068,42,586,1,0,2020
71069,62,320,5,1,2020
71070,82,477,4,0,2020
71071,40,446,0,0,2020
71072,59,351,1,2,2020
71073,43,506,1,1,2020
71074,46,458,1,1,2020
71075,85,451,4,5,2020
71076,70,560,2,5,2020
71077,50,665,0,5,2020
71078,58,619,3,3,2020
71079,46,665,5,3,2020
71080,46,415,2,3,2020
71081,87,537,6,1,2020
71082,136,500,2,3,2020
71083,66,780,4,3,2020
71084,42,417,2,1,2020
71085,51,551,3,2,2020
71086,4,64,1,1,2020
71087,46,468,2,1,2020
71088,47,308,3,1,2020
71089,52,545,2,3,2020
71090,46,508,2,2,2020
71091,23,277,2,0,2020
71092,31,510,1,2,2020
71093,18,327,1,2,2020
71094,0,0,0,0,2020
71095,0,0,0,0,2020
71096,0,0,0,0,2020
71097,81,565,7,4,2020
71098,80,480,9,3,2020
71099,67,386,3,2,2020
71100,60,382,1,1,2020
71101,34,272,3,2,2020
71102,25,358,3,0,2020
71103,47,327,1,0,2020
71104,43,325,1,2,2020
71105,28,368,4,4,2020
71106,23,273,0,1,2020
71107,38,564,2,0,2020
71108,33,211,1,1,2020
71109,21,380,1,0,2020
72001,34,394,1,2,2020
72002,72,471,1,0,2020
72003,62,336,3,1,2020
72004,49,320,0,0,2020
72005,74,313,3,2,2020
72006,36,257,1,0,2020
72007,61,263,0,0,2020
72008,74,347,3,1,2020
72009,76,457,1,0,2020
72010,99,428,1,3,2020
72011,48,281,4,0,2020
72012,75,425,2,1,2020
72013,45,266,2,0,2020
72014,70,412,1,0,2020
72015,74,426,1,0,2020
72016,79,369,3,3,2020
72017,83,403,1,1,2020
72018,128,487,1,4,2020
72019,108,443,2,1,2020
72020,70,289,1,3,2020
72021,113,463,4,2,2020
72022,130,389,0,0,2020
72023,113,325,2,3,2020
72024,88,367,1,1,2020
72025,49,270,4,0,2020
72026,96,502,2,0,2020
72027,60,376,1,3,2020
72028,81,441,3,0,2020
72029,127,455,5,1,2020
72030,73,383,6,3,2020
72031,55,231,1,0,2020
72032,176,437,8,0,2020
72033,70,327,1,1,2020
72034,50,257,0,0,2020
72035,72,315,0,0,2020
72036,117,495,3,2,2020
72037,97,337,0,3,2020
72038,80,619,1,1,2020
72039,68,479,2,2,2020
72040,118,598,0,1,2020
72041,108,543,5,4,2020
72042,78,587,5,5,2020
72043,92,562,3,1,2020
72044,99,408,3,1,2020
72045,68,416,4,1,2020
72046,109,579,9,3,2020
72047,93,460,3,1,2020
72048,76,477,4,1,2020
72049,82,466,0,1,2020
72050,54,354,3,0,2020
72051,46,375,1,3,2020
72052,90,508,1,2,2020
72053,77,282,1,0,2020
72054,76,459,2,3,2020
72055,89,521,2,2,2020
72056,93,476,7,3,2020
72057,71,581,4,1,2020
72058,79,662,8,2,2020
72059,75,532,1,3,2020
72060,93,589,4,2,2020
72061,81,444,3,2,2020
72062,86,366,1,4,2020
72063,94,482,0,2,2020
72064,60,581,5,4,2020
72065,110,500,5,3,2020
72066,57,502,6,2,2020
72067,78,713,5,4,2020
72068,62,846,12,1,2020
72069,70,589,4,0,2020
72070,105,579,3,2,2020
72071,43,296,1,1,2020
72072,46,290,1,0,2020
72073,39,434,3,1,2020
72074,94,567,4,1,2020
72075,107,613,6,1,2020
72076,82,444,2,2,2020
72077,77,423,1,4,2020
72078,68,364,1,0,2020
72079,83,369,1,2,2020
72080,0,0,0,0,2020
72081,0,0,0,0,2020
72082,0,0,0,0,2020
72083,0,0,0,0,2020
72084,0,0,0,0,2020
72085,0,0,0,0,2020
72086,73,421,1,1,2020
72087,52,260,0,0,2020
72088,66,315,0,0,2020
72089,62,349,1,1,2020
72090,62,405,0,1,2020
72091,72,468,4,2,2020
72092,88,442,4,2,2020
72093,111,473,3,2,2020
72094,79,457,5,1,2020
72095,29,277,1,1,2020
72096,63,289,0,0,2020
72097,48,212,0,0,2020
73001,42,352,5,0,2020
73002,105,304,0,2,2020
73003,107,694,0,4,2020
73004,82,414,0,1,2020
73005,98,420,2,5,2020
73006,93,503,1,3,2020
73007,90,368,2,5,2020
73008,14,36,1,1,2020
73009,137,691,3,5,2020
73010,97,672,0,6,2020
73011,150,640,1,4,2020
73012,90,385,0,4,2020
73013,81,432,0,2,2020
73014,41,246,0,3,2020
73015,53,209,0,1,2020
73016,134,514,0,5,2020
73017,80,401,4,4,2020
73018,125,506,0,1,2020
73019,80,386,0,9,2020
73020,10,34,1,0,2020
73021,96,503,2,3,2020
73022,96,490,8,6,2020
73023,131,545,3,6,2020
73024,167,724,1,2,2020
73025,125,616,2,2,2020
73026,140,515,2,5,2020
73027,133,499,2,1,2020
73028,195,690,1,7,2020
73029,158,678,0,3,2020
73030,118,539,2,2,2020
73031,88,563,0,6,2020
73032,88,440,1,3,2020
73033,155,689,1,4,2020
73034,98,355,1,2,2020
73035,137,644,1,7,2020
73036,124,531,1,3,2020
73037,111,522,1,3,2020
73038,151,610,2,8,2020
73039,178,642,2,3,2020
73040,109,589,3,7,2020
73041,159,643,1,2,2020
73042,101,420,3,0,2020
73043,32,88,0,0,2020
73044,62,356,0,4,2020
73045,123,293,4,3,2020
73046,132,276,0,3,2020
73047,137,558,2,6,2020
73048,120,432,0,4,2020
73049,71,422,5,1,2020
73050,100,419,1,4,2020
73051,106,393,1,3,2020
73052,167,331,1,3,2020
73053,140,432,1,3,2020
73054,116,344,0,5,2020
73055,121,538,0,6,2020
73056,160,481,0,1,2020
73057,136,583,1,6,2020
73058,184,493,1,5,2020
73059,81,381,0,3,2020
73060,142,462,0,6,2020
73061,126,474,0,2,2020
73062,118,472,1,1,2020
73063,118,525,4,3,2020
73064,97,437,0,0,2020
73065,129,551,0,3,2020
73066,112,461,1,3,2020
73067,118,507,0,3,2020
73068,142,659,2,4,2020
73069,110,680,0,7,2020
73070,71,468,2,3,2020
73071,114,402,5,3,2020
73072,116,464,1,2,2020
73073,122,597,0,2,2020
73074,127,616,2,9,2020
73075,88,437,1,2,2020
73076,99,420,1,4,2020
73077,115,383,1,4,2020
73078,119,542,0,5,2020
73079,171,603,2,4,2020
73080,117,632,0,7,2020
73081,87,376,0,5,2020
73082,91,414,1,2,2020
73083,146,682,0,4,2020
73084,84,493,4,6,2020
73085,70,521,1,3,2020
73086,97,562,3,4,2020
73087,131,604,2,3,2020
73088,82,403,0,4,2020
73089,89,600,3,4,2020
73090,97,470,6,4,2020
73091,137,570,3,4,2020
73092,91,418,3,4,2020
73093,103,712,3,3,2020
73094,115,458,1,1,2020
73095,118,665,1,5,2020
73096,104,512,0,2,2020
73097,144,575,5,9,2020
73098,62,396,3,2,2020
73099,104,485,1,5,2020
73100,135,570,2,7,2020
73101,108,278,2,5,2020
73102,95,459,1,4,2020
73103,106,354,1,4,2020
73104,137,536,0,5,2020
73105,100,387,2,6,2020
73106,97,567,0,5,2020
73107,85,411,2,3,2020
74001,53,265,3,2,2020
74002,70,421,1,1,2020
74003,55,370,2,1,2020
74004,45,393,1,1,2020
74005,50,303,1,0,2020
74006,67,379,0,1,2020
74007,47,394,5,1,2020
74008,67,497,1,2,2020
74009,56,213,5,1,2020
74010,35,340,0,0,2020
74011,62,368,3,1,2020
74012,57,377,0,0,2020
74013,49,370,3,0,2020
74014,67,367,1,0,2020
74015,52,423,3,2,2020
74016,34,304,0,1,2020
74017,53,464,2,2,2020
74018,46,180,2,1,2020
74019,169,314,3,4,2020
74020,139,538,9,3,2020
74021,41,642,6,5,2020
74022,68,674,2,2,2020
74023,54,646,3,3,2020
74024,57,511,3,0,2020
74025,36,418,2,1,2020
74026,51,395,4,0,2020
74027,75,412,2,1,2020
74028,47,267,0,0,2020
74029,51,342,1,0,2020
74030,46,239,2,0,2020
74031,91,482,7,4,2020
74032,53,624,4,4,2020
74033,47,686,6,11,2020
74034,55,643,10,5,2020
74035,60,349,3,0,2020
74036,22,342,2,5,2020
74037,38,362,4,2,2020
74038,47,362,2,3,2020
74039,74,500,6,2,2020
