elect_dist,republican,democratic,green,libertarian,year
87003,9,210,5,3,2016
87004,20,449,3,2,2016
87005,12,315,1,3,2016
87006,32,469,10,2,2016
87007,14,350,5,0,2016
87008,12,314,6,1,2016
87009,25,394,7,3,2016
87010,39,591,5,2,2016
87011,12,357,4,1,2016
87012,0,0,0,0,2016
87013,15,159,1,1,2016
87014,9,155,2,0,2016
87015,4,164,1,0,2016
87016,12,131,0,0,2016
87017,19,165,2,2,2016
87018,33,405,4,2,2016
87019,39,425,2,1,2016
87020,48,421,7,5,2016
87021,2,85,2,0,2016
87022,15,266,1,0,2016
87023,44,511,5,5,2016
87024,21,243,4,3,2016
87025,8,206,2,0,2016
87026,41,499,1,1,2016
87027,23,289,5,2,2016
87028,35,502,5,4,2016
87029,39,312,11,0,2016
87030,12,161,2,0,2016
87031,18,313,4,1,2016
87032,38,509,4,2,2016
87033,31,547,7,1,2016
87034,51,478,3,1,2016
87035,30,430,3,3,2016
87036,44,494,8,6,2016
87037,59,614,5,3,2016
87038,31,601,11,4,2016
87039,64,648,11,2,2016
87040,62,671,4,6,2016
87041,31,261,2,1,2016
87042,27,491,6,2,2016
87043,1,0,0,0,2016
87044,23,99,1,1,2016
87045,17,55,0,0,2016
87046,56,452,7,3,2016
87047,45,744,5,4,2016
87048,18,504,6,3,2016
87049,66,786,13,3,2016
87050,16,305,4,1,2016
87051,18,446,3,1,2016
87052,33,536,9,2,2016
87053,56,720,8,3,2016
87054,76,745,7,10,2016
87055,43,490,8,1,2016
87056,57,572,13,1,2016
87057,56,670,4,3,2016
87058,27,523,4,2,2016
87059,48,678,5,4,2016
87060,16,300,5,2,2016
87061,32,594,5,2,2016
87062,36,634,11,4,2016
87063,8,45,0,0,2016
87064,0,2,0,0,2016
87065,49,290,5,3,2016
87066,33,379,8,2,2016
87067,35,309,8,0,2016
87068,64,624,6,4,2016
87069,49,393,7,3,2016
87070,17,457,5,1,2016
87071,16,257,2,5,2016
87072,44,311,0,5,2016
87073,4,59,0,2,2016
87074,64,489,8,0,2016
87075,40,379,5,4,2016
87076,63,383,4,6,2016
87077,41,433,6,1,2016
87078,50,504,8,4,2016
87079,7,127,2,3,2016
87080,35,347,1,2,2016
87081,35,389,4,1,2016
87082,17,302,1,0,2016
87083,7,27,1,0,2016
87084,28,319,3,3,2016
87085,38,810,3,4,2016
87086,6,225,1,0,2016
87087,22,571,7,1,2016
87088,27,491,5,0,2016
87089,16,480,5,2,2016
87090,0,0,0,0,2016
87091,0,0,0,0,2016
87092,0,0,0,0,2016
87093,0,0,0,0,2016
87094,0,0,0,0,2016
87095,0,0,0,0,2016
23001,651,243,5,10,2020
23002,694,243,1,9,2020
23003,636,215,8,10,2020
23004,111,49,0,0,2020
23005,486,309,5,8,2020
23006,563,268,2,2,2020
23007,525,264,2,2,2020
23008,516,325,2,4,2020
23009,489,278,3,4,2020
23010,367,357,2,1,2020
23011,432,346,11,5,2020
23012,271,390,1,3,2020
23013,364,413,3,3,2020
23014,501,376,4,2,2020
23015,233,258,2,3,2020
23016,205,273,3,1,2020
23017,193,320,0,0,2020
23018,95,556,0,2,2020
23019,90,349,3,3,2020
23020,0,0,0,0,2020
23021,158,542,5,1,2020
23022,0,0,0,0,2020
23023,243,155,0,1,2020
23024,117,492,1,0,2020
23025,303,333,1,3,2020
23026,194,374,1,3,2020
23027,626,46,0,3,2020
23028,450,128,0,3,2020
23029,148,440,4,1,2020
23030,152,323,1,1,2020
23031,158,404,0,0,2020
23032,26,333,0,0,2020
23033,64,622,2,3,2020
23034,72,501,0,0,2020
23035,129,444,3,3,2020
23036,328,379,0,2,2020
23037,281,399,0,3,2020
23038,18,101,0,0,2020
23039,522,128,0,2,2020
23040,474,212,2,9,2020
23041,367,150,0,6,2020
23042,66,602,1,0,2020
23043,94,298,0,0,2020
23044,463,144,0,0,2020
23045,662,243,1,2,2020
23046,558,153,2,0,2020
23047,390,141,2,2,2020
23048,367,144,4,1,2020
23049,658,215,0,5,2020
23050,448,318,4,7,2020
23051,578,222,1,3,2020
23052,521,298,1,3,2020
23053,332,429,3,3,2020
23054,317,409,4,3,2020
23055,290,504,6,0,2020
23056,180,474,2,3,2020
23057,195,505,1,3,2020
23058,245,450,3,1,2020
23059,183,493,4,2,2020
23060,192,488,2,2,2020
23061,368,441,1,4,2020
23062,368,427,1,1,2020
23063,267,308,1,1,2020
23064,400,419,0,3,2020
23065,334,509,4,3,2020
23066,112,394,4,2,2020
23067,57,359,2,0,2020
23068,90,419,1,0,2020
23069,160,398,1,0,2020
23070,187,505,3,0,2020
23071,0,0,0,0,2020
23072,0,0,0,0,2020
23073,0,0,0,0,2020
23074,0,0,0,0,2020
23075,0,0,0,0,2020
23076,0,0,0,0,2020
23077,0,0,0,0,2020
23078,0,0,0,0,2020
23079,0,0,0,0,2020
23080,0,1,0,0,2020
23081,0,0,0,0,2020
23082,0,0,0,0,2020
23083,0,0,0,0,2020
23084,235,312,1,3,2020
23085,189,335,7,3,2020
23086,198,255,4,1,2020
23087,137,308,5,2,2020
23088,133,257,1,0,2020
23089,223,374,2,3,2020
23090,453,137,1,2,2020
23091,24,70,0,0,2020
23092,400,266,2,4,2020
23093,176,330,0,1,2020
24001,162,301,4,3,2020
24002,219,515,1,2,2020
24003,224,397,1,2,2020
24004,166,315,5,3,2020
24005,179,463,2,2,2020
24006,245,442,1,3,2020
24007,237,470,7,0,2020
24008,56,166,1,0,2020
24009,10,16,0,0,2020
24010,101,266,1,3,2020
24011,130,367,6,1,2020
24012,24,77,0,0,2020
24013,149,479,1,4,2020
24014,119,330,3,2,2020
24015,152,291,1,5,2020
24016,125,293,4,1,2020
24017,289,478,0,4,2020
24018,163,330,1,2,2020
24019,285,474,5,1,2020
24020,297,483,2,4,2020
24021,263,473,5,5,2020
24022,196,359,3,3,2020
24023,52,60,0,2,2020
24024,197,401,0,3,2020
24025,250,340,1,1,2020
24026,111,361,0,0,2020
24027,44,661,1,0,2020
24028,252,383,3,3,2020
24029,72,576,3,3,2020
24030,114,623,3,3,2020
24031,85,301,1,0,2020
24032,233,171,0,1,2020
24033,514,282,0,5,2020
24034,287,143,0,1,2020
24035,170,474,2,2,2020
24036,32,230,1,0,2020
24037,61,368,2,1,2020
24038,10,21,0,0,2020
24039,23,60,0,1,2020
24040,122,632,3,1,2020
24041,64,120,3,1,2020
24042,122,269,3,1,2020
24043,111,605,0,1,2020
24044,84,472,1,1,2020
24045,167,462,2,5,2020
24046,109,472,3,3,2020
24047,139,466,2,0,2020
24048,44,170,0,0,2020
24049,167,593,2,2,2020
24050,210,367,0,3,2020
24051,98,431,0,2,2020
24052,148,425,3,1,2020
24053,138,611,3,2,2020
24054,151,679,1,0,2020
24055,64,575,1,0,2020
24056,11,33,0,0,2020
24057,35,228,1,0,2020
24058,15,132,1,1,2020
24059,94,389,0,1,2020
24060,36,153,3,1,2020
24061,117,368,3,0,2020
24062,76,537,1,0,2020
24063,62,360,1,0,2020
24064,71,335,0,1,2020
24065,92,291,2,1,2020
24066,103,423,1,1,2020
24067,161,459,1,1,2020
24068,125,426,5,1,2020
24069,122,368,2,1,2020
24070,134,384,2,1,2020
24071,165,375,0,2,2020
24072,133,490,2,1,2020
24073,138,461,1,1,2020
24074,104,474,1,2,2020
24075,136,388,0,0,2020
24076,149,482,0,0,2020
24077,152,460,0,1,2020
24078,80,405,6,0,2020
24079,148,441,0,2,2020
24080,0,0,0,0,2020
24081,0,0,0,0,2020
24082,0,0,0,0,2020
24083,0,0,0,0,2020
24084,202,405,2,2,2020
24085,145,411,4,1,2020
24086,84,278,1,0,2020
24087,133,361,1,0,2020
24088,88,319,3,0,2020
24089,282,324,0,3,2020
24090,89,270,1,1,2020
24091,121,283,1,0,2020
25001,215,219,2,0,2020
25002,55,54,3,0,2020
25003,224,453,2,1,2020
25004,211,379,1,1,2020
25005,46,70,2,0,2020
25006,195,360,0,3,2020
25007,128,387,1,4,2020
25008,279,358,0,0,2020
25009,88,123,0,0,2020
25010,151,185,2,0,2020
25011,426,276,4,0,2020
25012,372,295,2,3,2020
25013,316,379,4,1,2020
25014,313,351,2,3,2020
25015,242,286,4,1,2020
25016,206,299,1,2,2020
25017,183,451,1,2,2020
25018,141,489,4,0,2020
25019,158,490,2,1,2020
25020,213,471,0,4,2020
25021,171,329,2,3,2020
25022,188,534,0,3,2020
25023,124,261,1,1,2020
25024,219,468,3,1,2020
25025,251,434,4,3,2020
25026,18,75,1,0,2020
25027,267,332,1,0,2020
25028,253,468,3,4,2020
25029,296,436,5,3,2020
25030,239,440,2,3,2020
25031,135,481,2,3,2020
25032,226,382,3,4,2020
25033,154,255,0,2,2020
25034,23,37,1,0,2020
25035,260,426,9,2,2020
25036,319,389,2,5,2020
25037,264,390,3,3,2020
25038,272,303,2,9,2020
25039,217,280,2,2,2020
25040,290,302,0,2,2020
25041,66,117,1,0,2020
25042,169,215,0,3,2020
25043,288,452,2,6,2020
25044,218,406,1,2,2020
25045,166,373,2,1,2020
25046,176,371,3,4,2020
25047,217,332,3,2,2020
25048,166,283,4,1,2020
25049,165,361,3,1,2020
25050,160,366,3,0,2020
25051,182,315,1,0,2020
25052,160,329,1,1,2020
25053,185,344,1,2,2020
25054,113,424,1,1,2020
25055,135,273,2,0,2020
25056,158,287,1,0,2020
25057,196,319,3,1,2020
25058,285,428,3,2,2020
25059,255,481,0,4,2020
25060,196,240,2,0,2020
25061,279,407,5,2,2020
25062,156,387,1,1,2020
25063,151,302,1,1,2020
25064,178,323,2,2,2020
25065,185,429,0,3,2020
25066,34,44,0,0,2020
25067,0,0,0,0,2020
25068,147,263,2,0,2020
25069,237,132,0,1,2020
25070,77,194,2,0,2020
25071,161,393,2,2,2020
25072,199,319,0,0,2020
25073,256,278,2,2,2020
25074,129,240,1,0,2020
25075,208,290,1,3,2020
25076,198,151,1,2,2020
25077,129,194,1,1,2020
25078,194,195,3,1,2020
25079,123,197,4,2,2020
26001,217,137,0,4,2020
26002,61,77,1,1,2020
26003,365,400,3,5,2020
26004,363,324,4,2,2020
26005,304,252,1,1,2020
26006,432,381,3,4,2020
26007,305,284,2,0,2020
26008,384,449,4,6,2020
26009,412,400,2,1,2020
26010,367,438,3,2,2020
26011,446,352,1,8,2020
26012,381,307,1,1,2020
26013,469,345,9,2,2020
26014,525,318,2,3,2020
26015,345,485,5,1,2020
26016,369,497,2,3,2020
26017,414,382,2,3,2020
26018,581,262,3,3,2020
26019,189,305,2,2,2020
26020,295,534,4,4,2020
26021,241,425,1,4,2020
26022,283,494,0,3,2020
26023,248,487,1,6,2020
26024,165,443,1,7,2020
26025,215,381,2,2,2020
26026,219,563,2,2,2020
26027,282,418,4,2,2020
26028,384,457,2,5,2020
26029,374,448,5,5,2020
26030,340,529,3,1,2020
26031,383,458,5,5,2020
26032,295,438,1,2,2020
26033,300,471,2,3,2020
26034,335,415,2,3,2020
26035,336,390,0,2,2020
26036,158,246,2,0,2020
26037,266,311,2,6,2020
26038,40,41,1,0,2020
26039,154,389,1,1,2020
26040,199,277,3,3,2020
26041,30,58,0,0,2020
26042,201,315,1,1,2020
26043,195,174,3,0,2020
26044,138,259,4,0,2020
26045,241,439,2,3,2020
26046,262,483,4,3,2020
26047,259,462,2,2,2020
26048,325,441,3,1,2020
26049,261,411,3,2,2020
26050,271,432,0,4,2020
26051,243,331,2,1,2020
26052,220,416,2,9,2020
26053,241,468,1,1,2020
26054,305,416,3,4,2020
26055,301,421,7,4,2020
26056,260,403,5,5,2020
26057,246,410,7,3,2020
26058,306,410,2,3,2020
26059,370,361,3,4,2020
26060,327,411,1,5,2020
26061,374,463,1,8,2020
26062,338,449,4,2,2020
26063,366,474,6,4,2020
26064,332,415,1,3,2020
26065,183,317,4,1,2020
26066,359,468,4,5,2020
26067,408,435,4,0,2020
26068,411,341,4,3,2020
26069,213,316,0,1,2020
26070,256,503,3,4,2020
26071,103,408,0,1,2020
26072,252,464,7,1,2020
26073,94,381,1,0,2020
26074,160,384,5,2,2020
26075,253,477,4,2,2020
26076,233,414,1,4,2020
26077,0,0,0,0,2020
26078,0,0,0,0,2020
26079,293,276,3,2,2020
26080,259,329,2,1,2020
26081,334,335,2,4,2020
26082,178,253,1,1,2020
26083,300,346,2,5,2020
26084,106,427,0,1,2020
26085,169,265,2,1,2020
27001,667,136,3,5,2020
27002,80,340,2,2,2020
27003,231,460,2,4,2020
27004,142,358,0,0,2020
27005,243,466,5,1,2020
27006,208,654,9,4,2020
27007,194,643,5,5,2020
27008,178,563,5,1,2020
27009,144,521,1,4,2020
27010,8,28,0,0,2020
27011,103,484,2,2,2020
27012,177,458,6,2,2020
27013,170,602,1,4,2020
27014,198,677,3,0,2020
27015,120,528,3,2,2020
27016,193,456,2,2,2020
27017,109,220,0,0,2020
27018,15,52,1,0,2020
27019,123,490,1,1,2020
27020,192,600,5,3,2020
27021,159,575,2,2,2020
27022,251,304,5,0,2020
27023,613,305,1,1,2020
27024,448,240,1,3,2020
27025,615,81,0,5,2020
27026,484,116,1,4,2020
27027,288,68,0,2,2020
27028,303,354,1,1,2020
27029,150,327,0,1,2020
27030,461,147,2,5,2020
27031,14,74,0,0,2020
27032,30,68,1,0,2020
27033,23,66,0,0,2020
27034,191,349,1,0,2020
27035,154,506,1,2,2020
27036,223,306,2,2,2020
27037,180,593,1,2,2020
27038,135,493,4,1,2020
27039,117,460,2,2,2020
27040,117,494,7,2,2020
27041,55,317,2,1,2020
27042,225,421,4,4,2020
27043,173,209,5,0,2020
27044,197,412,1,1,2020
27045,191,516,5,6,2020
27046,197,107,1,1,2020
27047,195,382,3,3,2020
27048,295,268,2,1,2020
27049,323,289,0,0,2020
27050,306,273,0,1,2020
27051,627,241,2,3,2020
27052,325,393,5,1,2020
27053,376,264,6,5,2020
27054,324,347,3,1,2020
27055,164,298,1,1,2020
27056,105,271,3,1,2020
27057,307,125,0,1,2020
27058,0,0,0,0,2020
27059,320,306,2,1,2020
27060,156,293,2,3,2020
27061,247,355,3,0,2020
27062,203,420,1,7,2020
27063,200,367,3,0,2020
27064,177,413,0,3,2020
27065,243,345,0,3,2020
27066,256,418,3,1,2020
27067,249,338,2,3,2020
27068,255,371,4,7,2020
27069,0,0,0,0,2020
27070,0,0,0,0,2020
27071,0,0,0,0,2020
27072,0,0,0,0,2020
27073,0,0,0,0,2020
27074,0,0,0,0,2020
27075,0,0,0,0,2020
27076,0,0,0,0,2020
27077,0,0,0,0,2020
27078,0,0,0,0,2020
27079,152,332,3,1,2020
27080,165,322,1,0,2020
27081,268,390,2,2,2020
27082,86,295,0,2,2020
27083,246,444,8,2,2020
27084,141,441,2,1,2020
27085,59,371,2,0,2020
27086,325,233,4,0,2020
27087,237,299,1,2,2020
27088,102,281,3,2,2020
27089,299,84,0,5,2020
28001,112,401,0,1,2020
28002,96,243,2,2,2020
28003,215,513,5,4,2020
28004,107,235,2,1,2020
28005,73,231,0,0,2020
28006,272,426,8,7,2020
28007,96,222,1,3,2020
28008,122,48,2,0,2020
28009,166,323,4,2,2020
28010,223,397,3,3,2020
28011,217,413,2,1,2020
28012,121,380,3,1,2020
28013,14,17,0,0,2020
28014,268,448,4,3,2020
28015,361,380,2,1,2020
28016,532,329,4,4,2020
28017,384,379,1,6,2020
28018,219,394,4,8,2020
28019,203,510,2,6,2020
28020,142,551,5,1,2020
28021,214,410,3,5,2020
28022,221,699,2,3,2020
28023,124,681,3,2,2020
28024,163,482,3,1,2020
28025,214,647,5,4,2020
28026,84,334,3,1,2020
28027,109,329,1,1,2020
28028,208,596,3,2,2020
28029,145,583,2,4,2020
28030,150,482,1,1,2020
28031,209,671,3,7,2020
28032,156,304,2,2,2020
28033,16,9,0,0,2020
28034,32,75,0,1,2020
28035,220,624,1,3,2020
28036,184,680,3,5,2020
28037,226,471,4,0,2020
28038,172,509,5,3,2020
28039,99,335,1,1,2020
28040,197,513,2,0,2020
28041,231,390,4,2,2020
28042,219,610,4,10,2020
28043,244,482,8,1,2020
28044,131,302,1,2,2020
28045,194,429,1,4,2020
28046,184,377,6,2,2020
28047,229,622,1,4,2020
28048,223,568,6,0,2020
28049,253,355,3,4,2020
28050,298,458,5,2,2020
28051,326,445,1,3,2020
28052,276,112,1,2,2020
28053,321,292,2,0,2020
28054,222,364,1,2,2020
28055,198,181,2,2,2020
28056,260,581,3,4,2020
28057,197,283,1,0,2020
28058,190,352,4,1,2020
28059,23,58,0,1,2020
28060,126,279,3,2,2020
28061,330,374,5,3,2020
28062,234,334,3,0,2020
28063,276,421,2,8,2020
28064,234,313,1,1,2020
28065,269,472,8,3,2020
28066,254,542,4,5,2020
28067,290,496,6,7,2020
28068,305,523,2,5,2020
28069,284,561,1,5,2020
28070,254,279,3,0,2020
28071,404,303,4,5,2020
28072,372,324,1,1,2020
28073,400,298,4,5,2020
28074,350,254,3,1,2020
28075,430,354,2,6,2020
28076,547,288,0,0,2020
28077,491,339,3,2,2020
28078,196,358,1,3,2020
28079,0,0,0,0,2020
28080,131,159,2,2,2020
28081,205,482,5,11,2020
28082,343,256,1,3,2020
28083,382,366,3,4,2020
28084,115,280,1,1,2020
28085,155,39,0,0,2020
28086,244,295,3,1,2020
28087,192,436,2,1,2020
28088,131,316,0,2,2020
28089,139,253,0,2,2020
29001,68,455,1,0,2020
29002,98,625,0,1,2020
29003,98,566,2,0,2020
29004,47,348,0,0,2020
29005,43,286,0,1,2020
29006,78,599,2,2,2020
29007,18,64,0,0,2020
29008,53,298,1,1,2020
29009,150,552,1,2,2020
29010,154,510,1,0,2020
29011,121,507,2,1,2020
29012,51,668,1,2,2020
29013,96,497,1,1,2020
29014,39,547,0,0,2020
29015,96,592,0,1,2020
29016,102,466,4,0,2020
29017,101,524,2,1,2020
29018,43,564,1,1,2020
29019,53,524,0,1,2020
29020,26,490,1,1,2020
29021,14,468,2,0,2020
29022,18,560,0,1,2020
29023,33,689,0,1,2020
29024,31,685,5,0,2020
29025,29,659,2,2,2020
29026,58,751,0,3,2020
29027,30,623,3,1,2020
29028,38,686,1,0,2020
29029,28,740,3,2,2020
29030,27,685,1,3,2020
29031,29,668,1,0,2020
29032,22,728,1,2,2020
29033,24,691,0,0,2020
29034,29,664,3,1,2020
29035,33,558,1,0,2020
29036,75,454,0,0,2020
29037,71,501,0,1,2020
29038,110,526,2,3,2020
29039,75,524,0,0,2020
29040,17,425,1,0,2020
29041,28,536,1,0,2020
29042,27,512,1,1,2020
29043,33,579,1,0,2020
29044,28,729,1,0,2020
29045,50,648,0,1,2020
29046,30,551,1,0,2020
29047,34,493,1,0,2020
29048,39,521,5,1,2020
29049,45,613,1,0,2020
29050,31,632,3,1,2020
29051,24,699,1,0,2020
29052,14,656,5,3,2020
29053,14,549,0,0,2020
29054,23,659,3,2,2020
29055,22,682,0,0,2020
29056,24,585,0,2,2020
29057,17,678,4,0,2020
29058,32,680,2,1,2020
29059,18,686,0,1,2020
29060,29,718,2,2,2020
29061,25,736,0,1,2020
29062,27,731,0,0,2020
29063,19,712,1,1,2020
29064,39,639,2,0,2020
29065,25,663,2,2,2020
29066,37,697,2,1,2020
29067,41,738,0,0,2020
29068,49,649,2,1,2020
29069,20,307,1,1,2020
29070,39,496,0,1,2020
29071,32,494,0,0,2020
29072,112,565,2,1,2020
29073,79,340,0,0,2020
29074,46,570,2,0,2020
29075,26,597,1,0,2020
29076,112,575,3,0,2020
29077,36,497,0,0,2020
29078,39,493,1,0,2020
29079,34,720,0,0,2020
29080,28,542,5,1,2020
30001,83,164,0,0,2020
30002,234,363,2,1,2020
30003,16,22,0,0,2020
30004,350,390,1,4,2020
30005,481,326,5,4,2020
30006,491,332,2,3,2020
30007,413,400,4,4,2020
30008,453,341,3,1,2020
30009,535,258,4,2,2020
30010,362,392,8,3,2020
30011,397,375,4,1,2020
30012,421,322,4,4,2020
30013,383,413,3,5,2020
30014,436,294,3,4,2020
30015,505,273,2,1,2020
30016,363,326,2,3,2020
30017,400,373,0,6,2020
30018,382,362,1,1,2020
30019,5,12,0,0,2020
30020,199,247,3,2,2020
30021,294,372,4,4,2020
30022,249,335,1,2,2020
30023,346,383,4,6,2020
30024,358,402,3,5,2020
30025,234,391,10,1,2020
30026,335,347,3,1,2020
30027,289,434,2,4,2020
30028,3,5,0,0,2020
30029,27,28,0,1,2020
30030,222,445,2,2,2020
30031,134,274,0,4,2020
30032,31,134,1,0,2020
30033,87,130,0,0,2020
30034,0,0,0,0,2020
30035,1,14,0,0,2020
30036,153,290,1,3,2020
30037,223,448,2,1,2020
30038,97,630,6,3,2020
30039,269,539,5,3,2020
30040,150,356,2,4,2020
30041,72,212,3,1,2020
30042,170,504,2,3,2020
30043,174,457,2,0,2020
30044,159,479,6,3,2020
30045,154,496,2,1,2020
30046,160,613,5,2,2020
30047,169,589,2,1,2020
30048,270,609,7,3,2020
30049,138,528,4,2,2020
30050,184,616,5,5,2020
30051,167,460,3,2,2020
30052,166,513,3,2,2020
30053,138,333,3,2,2020
30054,27,70,0,1,2020
30055,177,436,4,2,2020
30056,121,549,0,4,2020
30057,55,395,0,1,2020
30058,83,506,2,1,2020
30059,81,495,0,2,2020
30060,234,563,4,4,2020
30061,126,316,2,0,2020
30062,141,413,1,0,2020
30063,73,282,2,2,2020
30064,70,343,2,0,2020
30065,123,426,0,7,2020
30066,120,573,1,5,2020
30067,119,494,4,2,2020
30068,133,612,1,6,2020
30069,131,580,8,6,2020
30070,0,0,0,0,2020
30071,0,0,0,0,2020
30072,0,0,0,0,2020
30073,481,331,2,1,2020
30074,274,336,5,3,2020
30075,141,257,0,1,2020
30076,175,627,8,4,2020
30077,204,512,1,3,2020
30078,76,393,5,5,2020
30079,80,575,1,3,2020
30080,76,284,3,0,2020
30081,172,380,3,1,2020
30082,117,344,2,3,2020
31001,90,301,0,1,2020
31002,113,418,3,2,2020
31003,136,462,1,2,2020
31004,148,517,1,0,2020
31005,117,494,1,3,2020
31006,6,20,0,0,2020
31007,135,458,0,0,2020
31008,173,463,0,2,2020
31009,105,410,1,1,2020
31010,127,492,5,1,2020
31011,100,545,0,0,2020
31012,119,509,3,0,2020
31013,94,493,2,1,2020
31014,69,476,1,0,2020
31015,68,482,2,1,2020
31016,36,464,2,0,2020
31017,56,463,0,0,2020
31018,69,596,1,0,2020
31019,80,583,0,1,2020
31020,79,226,0,1,2020
31021,45,171,1,0,2020
31022,147,492,1,1,2020
31023,157,440,4,1,2020
31024,100,539,0,1,2020
31025,125,430,0,3,2020
31026,200,449,4,3,2020
31027,172,414,2,3,2020
31028,126,371,0,1,2020
31029,26,595,4,0,2020
31030,5,50,1,1,2020
31031,0,0,0,0,2020
31032,45,507,5,1,2020
31033,9,214,0,0,2020
31034,46,676,1,0,2020
31035,37,597,2,0,2020
31036,39,665,0,1,2020
31037,33,652,3,0,2020
31038,18,712,2,0,2020
31039,100,443,2,2,2020
31040,23,721,0,1,2020
31041,29,668,1,0,2020
31042,19,537,0,2,2020
31043,24,516,1,2,2020
31044,33,444,1,0,2020
31045,43,628,3,0,2020
31046,25,615,0,0,2020
31047,39,598,2,1,2020
31048,56,547,2,4,2020
31049,72,651,1,3,2020
31050,19,273,1,1,2020
31051,21,505,1,3,2020
31052,38,599,3,2,2020
31053,70,574,1,0,2020
31054,90,559,1,1,2020
31055,40,554,1,0,2020
31056,48,600,3,0,2020
31057,37,596,2,1,2020
31058,34,477,1,1,2020
31059,36,429,1,0,2020
31060,0,5,0,0,2020
31061,58,525,2,0,2020
31062,30,440,0,1,2020
31063,53,584,4,2,2020
31064,39,586,2,0,2020
31065,0,0,0,0,2020
31066,0,0,0,0,2020
31067,0,0,0,0,2020
31068,0,0,0,0,2020
31069,0,0,0,0,2020
31070,0,0,0,0,2020
31071,0,0,0,0,2020
31072,0,0,0,0,2020
31073,0,0,0,0,2020
31074,0,0,0,0,2020
31075,0,0,0,0,2020
31076,0,0,0,0,2020
31077,0,0,0,0,2020
31078,90,529,1,1,2020
31079,75,548,4,0,2020
31080,61,336,1,0,2020
31081,119,489,1,0,2020
31082,100,541,1,0,2020
31083,39,450,1,1,2020
31084,40,590,0,0,2020
31085,25,379,1,0,2020
31086,53,575,0,2,2020
32001,114,609,1,0,2020
32002,0,0,0,0,2020
32003,71,603,1,3,2020
32004,84,730,1,3,2020
32005,75,430,1,0,2020
32006,86,564,0,1,2020
32007,30,155,0,0,2020
32008,36,98,0,1,2020
32009,34,158,0,0,2020
32010,9,52,0,0,2020
32011,122,369,1,2,2020
32012,0,0,0,0,2020
32013,37,290,1,2,2020
32014,1,8,0,0,2020
32015,31,412,1,0,2020
32016,42,459,2,0,2020
32017,86,486,1,0,2020
32018,129,472,3,1,2020
32019,135,428,3,0,2020
32020,105,503,3,0,2020
32021,62,468,3,3,2020
32022,48,456,3,1,2020
32023,41,522,1,2,2020
32024,68,408,1,1,2020
32025,57,608,4,2,2020
32026,33,457,2,1,2020
32027,22,589,3,1,2020
32028,52,579,5,0,2020
32029,59,604,1,1,2020
32030,40,591,5,2,2020
32031,98,622,4,0,2020
32032,73,536,2,2,2020
32033,75,644,4,2,2020
32034,47,621,2,0,2020
32035,48,592,2,1,2020
32036,42,536,3,0,2020
32037,40,503,1,0,2020
32038,35,651,1,0,2020
32039,34,636,5,1,2020
32040,47,581,4,0,2020
32041,34,692,1,0,2020
32042,27,575,1,2,2020
32043,32,624,0,1,2020
32044,13,271,0,0,2020
32045,36,695,3,0,2020
32046,25,460,0,0,2020
32047,20,428,2,0,2020
32048,17,413,0,0,2020
32049,40,667,1,0,2020
32050,33,594,3,1,2020
32051,44,671,4,1,2020
32052,46,600,1,0,2020
32053,50,589,1,1,2020
32054,45,498,4,1,2020
32055,44,517,2,2,2020
32056,10,224,1,0,2020
32057,29,666,0,0,2020
32058,23,653,1,0,2020
32059,35,638,0,1,2020
32060,29,649,2,0,2020
32061,27,390,4,1,2020
32062,18,724,1,1,2020
32063,20,707,3,0,2020
32064,30,652,0,1,2020
32065,31,612,2,0,2020
32066,10,343,0,0,2020
32067,23,611,1,0,2020
32068,20,638,3,0,2020
32069,18,667,8,3,2020
32070,14,628,0,0,2020
32071,28,963,3,0,2020
32072,42,768,0,0,2020
32073,24,631,4,0,2020
32074,12,384,2,3,2020
32075,19,709,9,0,2020
32076,0,0,0,0,2020
32077,45,545,3,2,2020
32078,16,416,1,0,2020
32079,59,606,4,1,2020
32080,97,516,1,2,2020
32081,40,352,1,2,2020
32082,53,476,0,0,2020
32083,31,443,3,0,2020
32084,26,459,0,0,2020
33001,280,465,3,2,2020
33002,309,449,3,4,2020
33003,252,432,0,4,2020
33004,174,436,3,5,2020
33005,237,484,6,4,2020
33006,303,486,1,1,2020
33007,269,485,3,3,2020
33008,273,475,1,5,2020
33009,283,448,2,7,2020
33010,244,435,2,4,2020
33011,243,518,1,1,2020
33012,166,473,0,2,2020
33013,196,547,2,2,2020
33014,155,567,3,1,2020
33015,170,545,4,2,2020
33016,13,108,1,0,2020
33017,124,545,2,2,2020
33018,186,469,0,3,2020
33019,155,551,6,1,2020
33020,154,536,2,3,2020
33021,114,666,1,1,2020
33022,99,556,1,1,2020
33023,87,544,2,0,2020
33024,95,517,1,1,2020
33025,165,578,2,3,2020
33026,106,591,1,0,2020
33027,99,505,2,0,2020
33028,86,554,1,1,2020
33029,33,668,3,0,2020
33030,31,610,3,0,2020
33031,29,607,2,0,2020
33032,35,659,2,2,2020
33033,31,613,4,0,2020
33034,23,620,2,0,2020
33035,34,624,1,0,2020
33036,27,650,2,0,2020
33037,20,680,1,0,2020
33038,28,588,4,1,2020
33039,29,630,0,3,2020
33040,45,602,0,2,2020
33041,41,623,2,1,2020
33042,47,622,0,0,2020
33043,41,597,0,0,2020
33044,43,700,4,1,2020
33045,24,686,3,1,2020
33046,38,697,1,3,2020
33047,33,606,3,1,2020
